,image,dog,bounds_x_before,bounds_x,bounds_y_before,bounds_y,bounds_width_before,bounds_width,bounds_height_before,bounds_height,L_eye_v,L_eye_x_before,L_eye_x,L_eye_y_before,L_eye_y,R_eye_v,R_eye_x_before,R_eye_x,R_eye_y_before,R_eye_y,L_ear_v,L_ear_x_before,L_ear_x,L_ear_y_before,L_ear_y,R_ear_v,R_ear_x_before,R_ear_x,R_ear_y_before,R_ear_y,Nose_v,Nose_x_before,Nose_x,Nose_y_before,Nose_y,Throat_v,Throat_x_before,Throat_x,Throat_y_before,Throat_y,Tail_v,Tail_x_before,Tail_x,Tail_y_before,Tail_y,withers_v,withers_x_before,withers_x,withers_y_before,withers_y,L_F_elbow_v,L_F_elbow_x_before,L_F_elbow_x,L_F_elbow_y_before,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x_before,R_F_elbow_x,R_F_elbow_y_before,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x_before,L_B_elbow_x,L_B_elbow_y_before,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x_before,R_B_elbow_x,R_B_elbow_y_before,R_B_elbow_y,L_F_knee_v,L_F_knee_x_before,L_F_knee_x,L_F_knee_y_before,L_F_knee_y,R_F_knee_v,R_F_knee_x_before,R_F_knee_x,R_F_knee_y_before,R_F_knee_y,L_B_knee_v,L_B_knee_x_before,L_B_knee_x,L_B_knee_y_before,L_B_knee_y,R_B_knee_v,R_B_knee_x_before,R_B_knee_x,R_B_knee_y_before,R_B_knee_y,L_F_paw_v,L_F_paw_x_before,L_F_paw_x,L_F_paw_y_before,L_F_paw_y,R_F_paw_v,R_F_paw_x_before,R_F_paw_x,R_F_paw_y_before,R_F_paw_y,L_B_paw_v,L_B_paw_x_before,L_B_paw_x,L_B_paw_y_before,L_B_paw_y,R_B_paw_v,R_B_paw_x_before,R_B_paw_x,R_B_paw_y_before,R_B_paw_y,height,width
1833,575.jpeg,1,0.350012526,105,0,0,0.587071021,176,0.994498821,168,1,0.506313313,152,0.13052013,22,1,0.414001437,124,0.124416566,21,1,0.636288692,191,0.147577219,25,0,0,0,0,0,1,0.370585079,111,0.266236107,45,1,0.482832478,145,0.585801286,99,0,0,0,0,0,0,0,0,0,0,1,0.652225989,196,0.963104559,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,300
1834,578.jpeg,1,0.07488197,15,0.00814403,2,0.921697336,188,0.979406294,294,1,0.640894366,131,0.186027808,56,1,0.289257697,59,0.142097519,43,1,0.797406943,163,0.211843278,64,1,0.163772678,33,0.155034447,47,1,0.444034736,91,0.309276333,93,1,0.417526199,85,0.55601757,167,0,0,0,0,0,0,0,0,0,0,1,0.820790109,167,0.627627471,188,1,0.230517236,47,0.601328854,180,0,0,0,0,0,0,0,0,0,0,1,0.829131395,169,0.750458585,225,1,0.172803174,35,0.758324119,227,0,0,0,0,0,0,0,0,0,0,1,0.750261359,153,0.941078809,282,1,0.127404089,26,0.8922299,268,0,0,0,0,0,1,0.104214126,21,0.764930669,229,300,204
1877,379.jpeg,1,0.210988782,63,0,0,0.435153518,131,0.985502354,222,1,0.480511231,144,0.291352157,66,1,0.360112841,108,0.290776518,65,1,0.526776538,158,0.100283668,23,1,0.294249795,88,0.118903764,27,1,0.414788486,124,0.404118932,91,1,0.406125145,122,0.539118961,121,0,0,0,0,0,0,0,0,0,0,1,0.512857125,154,0.582337216,131,1,0.350002126,105,0.573683942,129,0,0,0,0,0,0,0,0,0,0,1,0.46859292,141,0.62015108,140,1,0.307441636,92,0.625374275,141,0,0,0,0,0,0,0,0,0,0,1,0.403829075,121,0.670815815,151,1,0.25722491,77,0.696316078,157,0,0,0,0,0,0,0,0,0,0,225,300
1878,383.jpeg,1,0.10429503,23,0.315145777,95,0.796453776,178,0.550466387,165,1,0.208773905,47,0.46692925,140,0,0,0,0,0,1,0.335974426,75,0.429284608,129,0,0,0,0,0,1,0.11867061,27,0.496524851,149,1,0.359320159,80,0.533770548,160,1,0.873112984,196,0.673593636,202,1,0.51249886,115,0.416931221,125,1,0.453334561,102,0.571012724,171,0,0,0,0,0,1,0.713418601,160,0.651235376,195,0,0,0,0,0,1,0.320001034,72,0.57330769,172,0,0,0,0,0,1,0.642221159,144,0.801330476,240,0,0,0,0,0,1,0.269931559,60,0.632223737,190,1,0.285122716,64,0.714002746,214,1,0.521112295,117,0.843939964,253,0,0,0,0,0,300,224
1879,386.jpeg,1,0.056054277,17,0.068921144,14,0.542013682,163,0.893414439,179,1,0.444295322,133,0.293794292,59,1,0.343231278,103,0.302567002,61,1,0.515743455,155,0.148251687,30,1,0.289515769,87,0.16593734,33,1,0.401105416,120,0.380709474,76,1,0.411505194,123,0.572001188,114,0,0,0,0,0,0,0,0,0,0,1,0.457969027,137,0.643157298,129,1,0.339037977,102,0.648887402,130,0,0,0,0,0,0,0,0,0,0,1,0.472574255,142,0.816604841,163,1,0.353354995,106,0.817858495,164,0,0,0,0,0,0,0,0,0,0,1,0.476537783,143,0.894140211,179,1,0.381452484,114,0.894781619,179,0,0,0,0,0,0,0,0,0,0,200,300
1880,396.jpeg,1,0.077074096,23,0.051450276,15,0.844126833,253,0.932898127,280,1,0.658554926,198,0.333530755,100,1,0.778406665,234,0.210305367,63,1,0.780187791,234,0.210778297,63,1,0.339353352,102,0.211653613,63,1,0.539602166,162,0.51935215,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.683993956,205,0.624679702,187,1,0.276065715,83,0.47782147,143,0,0,0,0,0,0,0,0,0,0,1,0.557583468,167,0.777515166,233,1,0.266152772,80,0.636291573,191,0,0,0,0,0,0,0,0,0,0,1,0.554963761,166,0.885698872,266,1,0.199099736,60,0.703820833,211,0,0,0,0,0,0,0,0,0,0,300,300
1881,397.jpeg,1,0.129045895,29,0.020808263,6,0.810186442,182,0.979925239,294,1,0.559909401,126,0.251501542,75,1,0.337891166,76,0.238535926,72,1,0.728756938,164,0.148556049,45,1,0.201522364,45,0.144649562,43,1,0.418352685,94,0.393762228,118,1,0.463280759,104,0.525849829,158,0,0,0,0,0,0,0,0,0,0,1,0.786748291,177,0.638008913,191,1,0.239599667,54,0.646684214,194,1,0.897886621,202,0.67166141,201,0,0,0,0,0,1,0.64764016,146,0.864120549,259,1,0.363731747,82,0.842655885,253,0,0,0,0,0,0,0,0,0,0,1,0.64797363,146,0.971234739,291,1,0.405400045,91,0.951821454,286,1,0.768048287,173,0.877744361,263,0,0,0,0,0,300,225
1882,402.jpeg,1,0.143477427,33,0.061733425,19,0.673773645,154,0.913464861,274,1,0.530636848,122,0.308123547,92,1,0.611252061,140,0.249098294,75,1,0.610834039,140,0.252514045,76,1,0.304647416,70,0.209468853,63,1,0.41798796,96,0.367265624,110,1,0.431372354,99,0.562968463,169,0,0,0,0,0,0,0,0,0,0,1,0.619690194,142,0.770949806,231,1,0.268075594,61,0.735747161,221,1,0.712460101,163,0.837551984,251,1,0.453797958,104,0.864896982,259,1,0.57592855,132,0.863738808,259,1,0.267314866,61,0.874217147,262,1,0.750345762,172,0.923415294,277,1,0.488035144,112,0.918109741,275,1,0.606866384,139,0.937310065,281,1,0.235892622,54,0.938751831,282,1,0.658598102,151,0.920021213,276,1,0.436696128,100,0.930116491,279,300,229
1883,405.jpeg,1,0.343962595,103,0,0,0.587438075,176,0.903450506,259,1,0.661221145,198,0.248008262,71,1,0.542728584,163,0.281694606,81,1,0.733597886,220,0.044488537,13,1,0.463439836,139,0.130807794,38,1,0.588852208,177,0.332448532,95,1,0.677473555,203,0.486962322,140,0,0,0,0,0,0,0,0,0,0,1,0.800846887,240,0.619680638,178,1,0.566898615,170,0.672880851,193,0,0,0,0,0,0,0,0,0,0,1,0.806167891,242,0.684340466,196,1,0.61475679,184,0.798728427,229,0,0,0,0,0,0,0,0,0,0,1,0.887656861,266,0.67991017,195,1,0.640601543,192,0.875503781,251,0,0,0,0,0,0,0,0,0,0,287,300
1884,406.jpeg,1,0.043349699,13,0.047982931,14,0.766912263,230,0.926860655,278,0,0,0,0,0,1,0.641644515,192,0.105456758,32,1,0.522399595,157,0.115405309,35,1,0.503159752,151,0.22585664,68,1,0.697245721,209,0.079312867,24,1,0.663471572,199,0.389714488,117,1,0.056366996,17,0.641023503,192,1,0.440590092,132,0.325860132,98,0,0,0,0,0,1,0.529370233,159,0.650053627,195,0,0,0,0,0,0,0,0,0,0,1,0.607980211,182,0.750440928,225,1,0.522203564,157,0.838273009,251,0,0,0,0,0,1,0.13540982,41,0.814656314,244,1,0.641363793,192,0.830011598,249,1,0.554236054,166,0.916115589,275,1,0.325799204,98,0.74955622,225,1,0.235718879,71,0.849816971,255,300,300
1885,430.jpeg,1,0.217167444,65,0.060633479,16,0.524625517,157,0.885033956,235,1,0.33097116,99,0.212853476,56,0,0,0,0,0,1,0.44485252,133,0.203103054,54,0,0,0,0,0,1,0.228654269,69,0.264329387,70,1,0.382297178,115,0.440665281,117,0,0,0,0,0,0,0,0,0,0,1,0.557475615,167,0.653197887,173,1,0.360030278,108,0.63509332,168,0,0,0,0,0,0,0,0,0,0,1,0.546914451,164,0.800864181,212,1,0.358393824,108,0.78199676,207,1,0.677998994,203,0.803794755,213,1,0.454693603,136,0.804901741,213,1,0.585936347,176,0.90173255,239,1,0.366229129,110,0.886739904,235,1,0.720509026,216,0.900966497,239,0,0,0,0,0,265,300
1886,432.jpeg,1,0.083466507,25,0.042650573,10,0.875219922,263,0.879340023,198,1,0.200517299,60,0.189384309,43,0,0,0,0,0,1,0.32572236,98,0.155958516,35,0,0,0,0,0,1,0.103162325,31,0.269662466,61,1,0.287003302,86,0.429227052,97,1,0.813172343,244,0.749254568,169,1,0.464845756,139,0.413823239,93,1,0.374736991,112,0.618930515,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.383359674,115,0.77739755,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.347348758,104,0.867108491,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
1887,443.jpeg,1,0.038879397,9,0.229388741,69,0.86276157,194,0.553232677,166,1,0.227964788,51,0.30400358,91,0,0,0,0,0,1,0.354621725,80,0.347015491,104,0,0,0,0,0,1,0.099606023,22,0.313847294,94,0,0,0,0,0,0,0,0,0,0,1,0.507419067,114,0.355777762,107,1,0.452526258,102,0.503579064,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.39286605,88,0.566435792,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.283085474,64,0.66518878,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,225
1888,455.jpeg,1,0.255039177,75,0.088201704,26,0.532104431,156,0.747965251,224,1,0.413784798,121,0.213363908,64,1,0.316746834,93,0.213705976,64,1,0.523167454,153,0.160856852,48,1,0.326526553,96,0.142395362,43,1,0.339408308,99,0.329467897,99,1,0.539940842,158,0.42047431,126,0,0,0,0,0,0,0,0,0,0,1,0.61363348,180,0.458980324,138,1,0.434737056,127,0.515284572,155,0,0,0,0,0,1,0.321675505,94,0.452564147,136,1,0.66458909,195,0.588199298,176,1,0.482980306,142,0.656159906,197,0,0,0,0,0,1,0.321739063,94,0.569720697,171,1,0.69762289,204,0.679794915,204,1,0.479148089,140,0.754527825,226,0,0,0,0,0,1,0.357103697,105,0.657925812,197,300,293
1889,458.jpeg,1,0.136264493,41,0.06387563,19,0.631293862,189,0.926392324,278,1,0.639167501,192,0.271085757,81,1,0.492437436,148,0.269255762,81,1,0.676266137,203,0.163942426,49,1,0.450528105,135,0.204894812,61,1,0.579535412,174,0.369362136,111,1,0.575815488,173,0.530872077,159,0,0,0,0,0,0,0,0,0,0,1,0.645490012,194,0.706403787,212,1,0.407415332,122,0.681779266,205,0,0,0,0,0,0,0,0,0,0,1,0.637176743,191,0.912878289,274,1,0.387385341,116,0.876016521,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300
1890,463.jpeg,1,0.118200831,35,0.105471043,32,0.799563623,240,0.820708277,246,1,0.510397835,153,0.38935995,117,1,0.373991668,112,0.409904862,123,1,0.568181903,170,0.220090526,66,1,0.225835689,68,0.233590143,70,1,0.464640518,139,0.496153914,149,1,0.392040857,118,0.5974757,179,0,0,0,0,0,0,0,0,0,0,1,0.475565305,143,0.680947586,204,1,0.211667864,64,0.65319994,196,0,0,0,0,0,0,0,0,0,0,1,0.47866284,144,0.806304915,242,1,0.216773306,65,0.754786575,226,0,0,0,0,0,0,0,0,0,0,1,0.460476077,138,0.891757016,268,1,0.217578367,65,0.846804818,254,1,0.635442132,191,0.824486358,247,0,0,0,0,0,300,300
1891,465.jpeg,1,0.308677755,93,0.083788763,17,0.453714113,136,0.91432121,185,1,0.580208148,174,0.209155163,42,0,0,0,0,0,1,0.670990356,201,0.191525066,39,0,0,0,0,0,1,0.481163317,144,0.172124071,35,1,0.526902992,158,0.49892286,101,0,0,0,0,0,0,0,0,0,0,1,0.704095042,211,0.70931904,143,1,0.415486526,125,0.6240948,126,0,0,0,0,0,0,0,0,0,0,1,0.667522166,200,0.852270011,172,1,0.429876539,129,0.826442602,167,0,0,0,0,0,0,0,0,0,0,1,0.671200197,201,0.926493916,187,1,0.397536308,119,0.925122396,187,0,0,0,0,0,0,0,0,0,0,202,300
1892,473.jpeg,1,0.074754154,15,0.075739427,23,0.796513878,160,0.893692334,268,1,0.688033194,138,0.216308334,65,1,0.568469955,114,0.217971146,65,1,0.725031854,146,0.168141695,50,1,0.525067559,106,0.178399883,54,1,0.601079887,121,0.267838438,80,1,0.658025394,132,0.42794995,128,0,0,0,0,0,0,0,0,0,0,1,0.691049593,139,0.577148421,173,1,0.553160587,111,0.622252002,187,1,0.509955675,103,0.773197123,232,1,0.295886095,59,0.733995198,220,0,0,0,0,0,1,0.684671215,138,0.862807757,259,0,0,0,0,0,1,0.122372912,25,0.862309332,259,1,0.62378808,125,0.887649348,266,1,0.798121353,160,0.946713949,284,1,0.52934916,106,0.840984775,252,1,0.279661039,56,0.896515651,269,300,201
1893,477.jpeg,1,0.305413046,92,0.094040586,21,0.47534468,143,0.638350258,142,0,0,0,0,0,1,0.658827709,198,0.377684589,84,1,0.734174681,220,0.147550523,33,1,0.589792097,177,0.228396206,51,1,0.720652828,216,0.436041391,97,1,0.630761409,189,0.470579363,105,0,0,0,0,0,0,0,0,0,0,1,0.666448013,200,0.506253691,113,1,0.458873615,138,0.476402507,106,0,0,0,0,0,0,0,0,0,0,1,0.64131151,192,0.606871742,135,1,0.512493224,154,0.613946594,137,0,0,0,0,0,0,0,0,0,0,1,0.695524726,209,0.675972384,151,1,0.515163377,155,0.689011514,154,0,0,0,0,0,1,0.386685848,116,0.570112557,127,223,300
1894,483.jpeg,1,0.106463777,32,0.174794695,49,0.879935779,264,0.647383098,183,1,0.320688287,96,0.239240874,68,0,0,0,0,0,1,0.367879225,110,0.297256796,84,0,0,0,0,0,1,0.24660089,74,0.19846951,56,1,0.233155469,70,0.410655534,116,1,0.706807365,212,0.702199832,199,1,0.438973316,132,0.464769981,132,1,0.33203223,100,0.635647345,180,0,0,0,0,0,1,0.58819332,176,0.724189081,205,0,0,0,0,0,1,0.199402425,60,0.713386561,202,1,0.252551712,76,0.738574225,209,1,0.606158739,182,0.804692189,228,0,0,0,0,0,1,0.147388309,44,0.79297634,224,1,0.191842158,58,0.791470776,224,1,0.51211604,154,0.813714685,230,0,0,0,0,0,283,300
1895,491.jpeg,1,0.313238622,94,0,0,0.380498286,114,0.959833929,192,1,0.55809507,167,0.189063505,38,1,0.451363251,135,0.184159631,37,1,0.579957859,174,0.082848238,17,1,0.42669687,128,0.087443766,17,1,0.498318613,149,0.31649692,63,1,0.494716366,148,0.445980272,89,0,0,0,0,0,0,0,0,0,0,1,0.593648304,178,0.634329897,127,1,0.400359832,120,0.643952023,129,1,0.652867094,196,0.614329088,123,0,0,0,0,0,1,0.565854889,170,0.82567548,165,1,0.447686945,134,0.835769937,167,1,0.663066217,199,0.724870491,145,0,0,0,0,0,1,0.567175047,170,0.943156339,189,1,0.478907658,144,0.925604351,185,1,0.653012011,196,0.859836555,172,1,0.366249969,110,0.807066323,161,200,300
1896,503.jpeg,1,0.180415531,54,0.016761511,4,0.810028669,243,0.977116961,220,1,0.607545309,182,0.370555118,83,1,0.335248594,101,0.241572914,54,1,0.796380063,239,0.298548056,67,1,0.365782836,110,0.103463918,23,1,0.344247411,103,0.453257381,102,1,0.467176157,140,0.920644332,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
1897,505.jpeg,1,0.030826616,9,0.065917011,20,0.84495758,250,0.913220041,274,1,0.733198475,217,0.196168654,59,1,0.550103758,163,0.203031422,61,1,0.755615451,224,0.137698055,41,1,0.500013268,148,0.144389404,43,1,0.64366437,191,0.298739845,90,1,0.617050093,183,0.463945079,139,0,0,0,0,0,1,0.423619081,125,0.356895221,107,1,0.619350306,183,0.703344744,211,1,0.347755707,103,0.67640194,203,0,0,0,0,0,0,0,0,0,0,1,0.522114494,155,0.847365972,254,1,0.306173698,91,0.825798197,248,0,0,0,0,0,0,0,0,0,0,1,0.549605465,163,0.92600945,278,1,0.286179848,85,0.935550106,281,0,0,0,0,0,1,0.438836314,130,0.942359625,283,300,296
1898,507.jpeg,1,0.01360608,3,0.013916258,4,0.885186332,216,0.979878043,294,1,0.728008018,178,0.109772421,33,1,0.580405218,142,0.100369231,30,1,0.811697278,198,0.090536475,27,1,0.520179332,127,0.074559747,22,1,0.650313556,159,0.150509219,45,1,0.647460134,158,0.340116372,102,1,0.243018426,59,0.600439126,180,0,0,0,0,0,1,0.707804782,173,0.711205962,213,1,0.456032151,111,0.725800623,218,0,0,0,0,0,1,0.317666933,78,0.744730552,223,1,0.68776306,168,0.860554917,258,1,0.409899643,100,0.91170359,274,0,0,0,0,0,1,0.189209443,46,0.795427439,239,1,0.792070033,193,0.969774841,291,0,0,0,0,0,0,0,0,0,0,1,0.270053153,66,0.887486755,266,300,244
1899,508.jpeg,1,0.083447955,25,0.099097547,25,0.592554478,178,0.796982028,200,1,0.646600024,194,0.363127397,91,1,0.506823907,152,0.396189365,99,1,0.625647817,188,0.240030603,60,1,0.422010738,127,0.2990967,75,1,0.606952419,182,0.457950851,115,1,0.518242129,155,0.596390319,150,0,0,0,0,0,0,0,0,0,0,1,0.56853392,171,0.687321539,173,1,0.382909901,115,0.681943678,171,0,0,0,0,0,0,0,0,0,0,1,0.540351286,162,0.79918277,201,1,0.411694613,124,0.807797589,203,0,0,0,0,0,0,0,0,0,0,1,0.582000179,175,0.859599757,216,1,0.449923159,135,0.865883426,217,0,0,0,0,0,0,0,0,0,0,251,300
1900,510.jpeg,1,0.11356965,32,0.060054321,18,0.704739374,200,0.925058485,278,1,0.624642993,177,0.18272719,55,1,0.476950157,135,0.210357358,63,1,0.625714946,178,0.113605118,34,1,0.417887975,119,0.17470661,52,1,0.563532035,160,0.287685116,86,1,0.602554471,171,0.421684607,127,0,0,0,0,0,0,0,0,0,0,1,0.727073799,206,0.722142027,217,1,0.45813815,130,0.671730342,202,0,0,0,0,0,1,0.268718056,76,0.852204031,256,1,0.697107483,198,0.846795375,254,1,0.508288386,144,0.829017434,249,0,0,0,0,0,1,0.210013644,60,0.940033416,282,1,0.691086217,196,0.943091885,283,1,0.54155272,154,0.956064274,287,1,0.612167371,174,0.939406565,282,1,0.29811048,85,0.956794686,287,300,284
1901,520.jpeg,1,0.069250321,21,0.036234145,9,0.887393836,266,0.95254451,244,1,0.564474386,169,0.210780561,54,1,0.398603788,120,0.213623915,55,1,0.644053503,193,0.229035815,59,1,0.261802847,79,0.210213067,54,1,0.494955351,148,0.283922759,73,1,0.507980416,152,0.605363386,155,0,0,0,0,0,0,0,0,0,0,1,0.685781442,206,0.752584506,193,1,0.257108402,77,0.824469478,211,0,0,0,0,0,0,0,0,0,0,1,0.742620435,223,0.863062765,221,1,0.387187424,116,0.842815258,216,0,0,0,0,0,0,0,0,0,0,1,0.881854306,265,0.947322906,243,1,0.446032692,134,0.942723394,241,0,0,0,0,0,0,0,0,0,0,256,300
1902,524.jpeg,1,0.118692896,30,0.066765124,20,0.831670106,209,0.907943441,272,1,0.667140602,167,0.431659218,129,1,0.473203379,119,0.445049985,134,1,0.660933329,166,0.219598184,66,1,0.320407833,80,0.258027932,77,1,0.596483685,150,0.500557812,150,1,0.404611414,102,0.613246662,184,0,0,0,0,0,0,0,0,0,0,1,0.65642908,165,0.743780083,223,1,0.173968447,44,0.680339305,204,0,0,0,0,0,0,0,0,0,0,1,0.634757727,159,0.810278498,243,1,0.206933991,52,0.771492338,231,0,0,0,0,0,0,0,0,0,0,1,0.62955467,158,0.911770341,274,1,0.248385634,62,0.875586347,263,1,0.844892302,212,0.842202681,253,0,0,0,0,0,300,251
1903,526.jpeg,1,0.129496233,36,0.093920602,28,0.651522083,180,0.846872701,254,1,0.653583658,180,0.240795538,72,1,0.49752762,137,0.236996547,71,1,0.687137941,190,0.15221491,46,1,0.433282805,120,0.167785568,50,1,0.571084236,158,0.309234142,93,1,0.570806374,158,0.431314527,129,0,0,0,0,0,0,0,0,0,0,1,0.604797983,167,0.695488798,209,1,0.442692649,122,0.65808611,197,0,0,0,0,0,0,0,0,0,0,1,0.550412717,152,0.816778152,245,1,0.469090641,129,0.820912024,246,0,0,0,0,0,0,0,0,0,0,1,0.595716666,164,0.886460078,266,1,0.508563653,140,0.901592585,270,1,0.399336288,110,0.864473426,259,1,0.203016729,56,0.877350078,263,300,276
1904,527.jpeg,1,0.083859947,25,0.028284506,8,0.507144522,152,0.870583169,238,1,0.349585588,105,0.207461341,57,1,0.230272612,69,0.170374764,47,1,0.419781979,126,0.204612187,56,1,0.171355815,51,0.141101862,39,1,0.239521609,72,0.309866275,85,1,0.287565897,86,0.448313143,122,0,0,0,0,0,0,0,0,0,0,1,0.439928378,132,0.575357405,157,1,0.174423124,52,0.559155065,153,0,0,0,0,0,0,0,0,0,0,1,0.491630235,147,0.710066675,194,1,0.194975155,58,0.743058073,203,0,0,0,0,0,0,0,0,0,0,1,0.544617175,163,0.806622968,220,1,0.181238904,54,0.845492686,231,1,0.406670956,122,0.715933427,195,0,0,0,0,0,273,300
1905,530.jpeg,1,0.150169179,45,0.111298491,29,0.574428467,172,0.857763768,227,1,0.622800379,187,0.286668754,76,1,0.505981826,152,0.263816456,70,1,0.620007797,186,0.184906316,49,1,0.412342516,124,0.172160301,46,1,0.594788338,178,0.374269786,99,1,0.470866081,141,0.454504094,120,0,0,0,0,0,0,0,0,0,0,1,0.54009419,162,0.651219323,173,1,0.293329803,88,0.637893673,169,1,0.666412674,200,0.769984538,204,0,0,0,0,0,1,0.493251223,148,0.821875689,218,1,0.245897699,74,0.818769028,217,1,0.672145438,202,0.84129724,223,0,0,0,0,0,1,0.480439294,144,0.92947939,246,1,0.225536329,68,0.930667828,247,1,0.639073227,192,0.893035789,237,1,0.364964151,109,0.895534926,237,265,300
1906,533.jpeg,1,0.065153457,12,0.034708089,10,0.770531413,138,0.934726306,280,1,0.634203652,114,0.184664125,55,1,0.530588866,95,0.189950813,57,1,0.646440393,116,0.148397424,45,1,0.479894929,86,0.142680593,43,1,0.583737538,104,0.252211645,76,1,0.60397568,108,0.369995903,111,0,0,0,0,0,0,0,0,0,0,1,0.716663833,128,0.603223659,181,1,0.519019738,93,0.60966583,183,0,0,0,0,0,1,0.222886775,40,0.716579444,215,1,0.701384223,126,0.817394314,245,1,0.524486558,94,0.849036228,255,1,0.377463243,68,0.850095969,255,1,0.178278599,32,0.870457779,261,1,0.763992361,137,0.893429468,268,1,0.565590508,101,0.944861004,283,1,0.580015789,104,0.85578442,257,1,0.272558268,49,0.89941179,270,300,179
1907,537.jpeg,1,0.096560866,26,0.082788818,25,0.614400713,166,0.839255632,252,1,0.519094166,140,0.284255723,85,1,0.410920463,111,0.282137011,85,1,0.543415222,147,0.213635647,64,1,0.352115372,95,0.201504979,60,1,0.481135019,130,0.341154781,102,1,0.44352268,120,0.465196398,140,0,0,0,0,0,0,0,0,0,0,1,0.561626711,152,0.570500285,171,1,0.237162923,64,0.638563487,192,0,0,0,0,0,0,0,0,0,0,1,0.577450717,156,0.668898104,201,1,0.215035331,58,0.786239857,236,0,0,0,0,0,1,0.480624887,130,0.756929765,227,1,0.59880366,162,0.767767453,230,1,0.211381908,57,0.871942415,262,1,0.637173619,172,0.628652794,189,1,0.526433738,142,0.77087827,231,300,270
1964,381.jpeg,1,0.330725588,99,0.070117305,14,0.653233057,196,0.839821156,168,1,0.432727015,130,0.260693914,52,0,0,0,0,0,1,0.515812706,155,0.16518462,33,1,0.49298214,148,0.155264717,31,1,0.339904763,102,0.345099229,69,1,0.519764207,156,0.474627083,95,0,0,0,0,0,1,0.685705628,206,0.46593809,93,1,0.610862092,183,0.615392412,123,1,0.499367591,150,0.63466621,127,1,0.836025807,251,0.595678336,119,0,0,0,0,0,1,0.643685412,193,0.770390101,154,1,0.480132387,144,0.75553918,151,0,0,0,0,0,0,0,0,0,0,1,0.503682361,151,0.845439514,169,1,0.406767041,122,0.825590204,165,1,0.852447826,256,0.709743375,142,0,0,0,0,0,200,300
1965,387.jpeg,1,0.009127139,3,0.213275883,64,0.912699121,274,0.759626663,228,1,0.713251111,214,0.317074542,95,1,0.61313262,184,0.322607738,97,1,0.820548623,246,0.310649748,93,1,0.527577521,158,0.31710275,95,1,0.666873384,200,0.369258727,111,1,0.687484097,206,0.597095276,179,0,0,0,0,0,0,0,0,0,0,1,0.833186396,250,0.770898835,231,1,0.57987464,174,0.766092824,230,0,0,0,0,0,1,0.313802941,94,0.802619097,241,1,0.87004281,261,0.850173821,255,1,0.603729077,181,0.86686608,260,0,0,0,0,0,0,0,0,0,0,1,0.879220873,264,0.909856928,273,1,0.786170088,236,0.896664218,269,0,0,0,0,0,0,0,0,0,0,300,300
1966,388.jpeg,1,0.030454106,9,0.251912406,47,0.947076936,284,0.557067802,104,1,0.213031234,64,0.464891116,87,1,0.170968946,51,0.588077412,110,1,0.099582505,30,0.368814156,69,1,0.056940524,17,0.544599034,102,1,0.267332371,80,0.589038922,110,1,0.359323652,108,0.560602049,105,0,0,0,0,0,0,0,0,0,0,1,0.546421995,164,0.369425704,69,0,0,0,0,0,1,0.654250389,196,0.331857588,62,1,0.705785008,212,0.540682067,101,1,0.696013353,209,0.599304058,112,1,0.563688653,169,0.663530238,124,1,0.760176793,228,0.411718247,77,1,0.77037872,231,0.529170626,99,1,0.807132192,242,0.68987354,129,1,0.659221996,198,0.722314776,135,0,0,0,0,0,1,0.912919094,274,0.550474643,103,187,300
1967,389.jpeg,1,0.069119179,21,0.01853643,4,0.880556059,264,0.932777229,210,1,0.646324369,194,0.569191726,128,1,0.437162337,131,0.457166871,103,1,0.874231185,262,0.493757265,111,1,0.353842695,106,0.262731735,59,1,0.457312564,137,0.743047713,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
